x,y
934583,1963818
933248,1963964
935082,1964681
933636,1964339
934703,1965757
934693,1965538
935879,1966275
935042,1966052
934712,1966118
935680,1965456
936326,1965033
953998,1934722
954591,1935492
955982,1937140
955768,1936528
954988,1936501
955398,1938690
958666,1940154
955225,1939083
955686,1939040
955947,1939341
955310,1937798
966971,1952911
969421,1953236
968678,1953106
967350,1954299
969159,1955049
968703,1954738
967461,1954747
969695,1954641
968256,1960248
968037,1957063
967613,1956235
967443,1955408
968248,1955648
967458,1955750
971042,1957071
973397,1954868
972108,1968915
972006,1968371
972173,1967836
961752,1904205
963193,1904611
962281,1904284
963023,1905285
960272,1906421
963309,1906740
962541,1906744
961256,1908117
961012,1908585
960712,1908924
959444,1910724
959842,1910144
962544,1905552
961849,1905804
936598,1927217
933379,1927582
933125,1927736
931448,1928539
931077,1929387
932684,1928250
940660,1932020
932691,1931168
932182,1930168
933461,1932510
943791,1932573
935766,1936870
944024,1933211
937392,1939300
938328,1940230
936913,1938101
948577,1925474
949909,1926481
949196,1926162
949171,1928210
951421,1927728
950597,1927744
951747,1928255
950891,1928345
952332,1929337
949367,1929804
950479,1930931
950211,1930218
950678,1930459
950624,1929533
949763,1929045
953993,1926390
952752,1929087
953564,1927456
953921,1926678
954556,1932765
956448,1932383
953440,1931325
969018,1946374
973659,1948133
973883,1948794
975159,1949063
974589,1948893
974432,1949004
975804,1948394
973829,1949364
972213,1951978
974773,1950206
972314,1950146
974930,1949074
974096,1949157
964804,1913712
962335,1918806
965443,1921773
965388,1919307
965040,1919254
961788,1921959
963093,1924493
962809,1923879
961900,1922265
962570,1924986
964335,1924770
964286,1925056
965351,1926347
966129,1925919
964794,1926752
964798,1925350
966461,1925229
965098,1925202
934653,1968084
933611,1968370
934043,1970259
939022,1971769
934687,1970856
937978,1984461
935831,1973366
999230,1916646
986697,1917430
998527,1917672
999045,1917080
997355,1918317
995842,1919402
996672,1918583
998091,1917871
992917,1921667
995792,1921165
991872,1922299
994458,1923744
995295,1920183
997724,1920213
979412,1889585
970619,1889589
975001,1890240
930795,1958259
930495,1958497
935625,1955985
925870,1961412
920480,1966096
922554,1962779
922919,1960779
926656,1960813
927699,1960871
928494,1960228
947719,1904267
959084,1911599
962360,1912059
961986,1911912
964382,1912371
958735,1912233
961071,1912353
984545,1928561
969074,1929075
979160,1934122
976610,1932796
977546,1930217
969935,1928894
970390,1928649
977709,1935458
977966,1935223
978721,1934621
963235,1978315
960348,1975489
960309,1980350
961517,1982504
962055,1981971
960076,1980014
966148,1975482
967574,1978439
969099,1980922
968388,1980424
970399,1983436
970678,1983910
974097,1988659
977223,2016831
970078,1982968
1003693,1912419
1012220,1919694
1002656,1913312
1012048,1920427
1004971,1922205
1013297,1922459
1010543,1920797
962013,2000310
961935,2003005
962023,2002659
989781,1966421
999315,1964191
992056,1969732
992527,1970713
991419,1968868
994408,1973143
993706,1971948
986661,1979823
1001165,1980081
993204,1971270
998715,1944085
1001301,1943612
984100,1949445
1022800,1982103
1022107,1983747
1021485,1984544
1020780,1985002
1024355,1986222
1019956,1988186
1022539,1988156
1020101,1988955
1019965,1986687
1019624,1987078
1018734,1986013
1020006,1985608
1019259,1986217
1020338,1986304
1041467,1924372
1029382,1924628
1037700,1925901
1040883,1925079
1038168,1926296
1039700,1925961
1040632,1925928
1041239,1927088
1040437,1926764
1037596,1926797
1038834,1926833
1039920,1928107
1038950,1929196
1039317,1928678
1038641,1928743
1038181,1927488
1040251,1927678
1122588,1972171
1121663,1973618
1122587,1973293
1122578,1975441
1121988,1976278
1120980,1974844
1119284,1980239
1122577,1974842
1123108,1973947
1122381,1973995
1142501,1944189
1143400,1944602
1141759,1947356
1141763,1948592
1141799,1949054
1141516,1950031
1133565,1904977
1132596,1909413
1130305,1910271
1131252,1910152
1096428,2020921
1095086,2021577
1096042,2021665
1093508,2023076
1094613,2023764
1095614,2023973
1094279,2023491
1093890,2022582
1094283,2022409
1148594,1938119
1148667,1938395
1147147,1939297
1148483,1939475
1147648,1939104
1031231,1963750
1050640,1939312
1042997,1943647
1086078,1909616
1079120,1930056
1105444,1965864
1079060,1932244
1116675,1914998
975380,2023015
1062105,2013732
1049433,1993159
1093401,2028039
1087558,2041758
1099511,2008695
1099401,2012454
1000495,1844373
1000892,1846562
1000042,1846299
999090,1847575
998644,1848713
999125,1848837
1000517,1847952
999213,1847810
999428,1847446
999896,1847454
998377,1845454
997392,1846415
997633,1846068
996442,1848513
998993,1847429
993804,1847499
993612,1847884
995300,1848477
996631,1850158
993116,1849801
994287,1848333
998903,1850774
998232,1851372
1001078,1851578
998965,1851040
998286,1852121
998815,1851784
999875,1851829
999398,1851838
999642,1852732
998504,1852629
993743,1856991
996238,1859949
994546,1857486
998507,1852935
998621,1852400
1036222,1885386
1026891,1886378
1038618,1886155
1038413,1887782
1039110,1887417
1038650,1887134
1036832,1887009
1038151,1887171
1038744,1886639
1062343,1902978
1059105,1903674
1064547,1906021
1064286,1905281
1064140,1904973
1064503,1904005
1063995,1903827
1062466,1903844
1063141,1904311
1020596,1832685
1005985,1811268
1005587,1812364
1025736,1796434
1024753,1797496
1006482,1865057
1007744,1865555
1007172,1865310
997767,1875315
995609,1873837
995183,1887992
993756,1873690
994432,1873550
1025392,1866718
1026275,1867772
999760,1885295
998906,1885390
1008374,1888308
996790,1886919
1074881,1888100
1077402,1887708
967025,1866691
965407,1867148
966686,1866896
967514,1868970
965401,1869473
967505,1870546
967719,1870282
968508,1875434
968060,1870657
967685,1869799
967267,1869877
965937,1827308
967472,1828974
966373,1829219
966876,1828750
966415,1828801
967278,1830210
966595,1830413
967398,1830672
967778,1829640
966092,1829691
919633,1817145
919191,1816781
918987,1817350
956890,1865205
955352,1864878
958570,1877680
906516,1864044
905526,1864375
909013,1866022
908618,1865762
905602,1871325
905473,1869545
904966,1882771
905469,1868451
906205,1864989
907255,1864893
907549,1864607
955796,1795283
963382,1799341
962827,1800706
962556,1801093
966463,1801908
963748,1799588
962822,1799710
976664,1809398
927354,1878523
938140,1880420
917366,1888793
919482,1886138
935225,1884625
999150,1790174
946059,1808926
948503,1809761
927641,1779310
928740,1779163
930261,1781188
926452,1788384
918807,1794530
931366,1780592
943495,1829882
921351,1835361
927002,1843880
925090,1845578
924290,1845614
924243,1844962
925695,1844788
925393,1844967
925861,1845150
936211,1853277
926181,1853846
922504,1854483
933826,1854656
939956,1855034
925170,1855554
933048,1854897
939229,1854245
938819,1854323
925718,1856508
942674,1860180
940292,1857131
940062,1855846
896351,1835751
894848,1845084
892253,1861672
890767,1862796
892357,1862302
893012,1862189
894824,1862333
967149,1755644
963763,1756246
965953,1757344
965952,1757851
965296,1758124
964964,1758134
966532,1760411
927215,1774300
929289,1775103
929282,1775488
929628,1774428
929295,1774436
951883,1771140
953242,1773644
950699,1774409
951668,1774430
942508,1729177
941723,1729545
942758,1729621
941964,1732629
942223,1730183
994659,1710533
989074,1711443
989710,1713316
988800,1712636
955822,1753378
943476,1756893
945277,1756490
969065,1764394
973734,1762028
968899,1764755
961401,1768335
961783,1767504
968978,1765371
1013720,1775289
967447,1708407
926707,1716052
930429,1747280
929840,1748007
902917,1645899
898445,1645525
901730,1645285
902069,1645506
898768,1645530
902091,1645923
898732,1645888
900717,1645714
898032,1646286
902360,1646639
899325,1647017
901259,1647307
901532,1646681
901060,1646841
901723,1646289
899249,1646196
898960,1646067
901189,1645983
1021605,1638449
1021090,1638485
1018662,1639796
1016334,1639437
1018226,1639376
1019306,1640535
1015939,1640299
1015624,1641216
1014901,1641337
1015114,1640729
1015912,1640801
999295,1661597
1002058,1661486
1000150,1661193
998805,1662278
1001695,1662085
1002322,1662306
1002707,1662503
1001648,1662820
998878,1662985
1000506,1666081
1001802,1662591
928912,1666979
928298,1669324
939621,1672529
933878,1669927
1020682,1659694
1022532,1659688
1018085,1660437
1018374,1660484
1010654,1662849
1024270,1660746
1022565,1660024
1008230,1664140
1004622,1663300
1006015,1663249
1006526,1663051
1007227,1663155
1009384,1663287
952118,1692031
944975,1698111
952829,1701642
952749,1700719
952022,1702655
953265,1703284
957019,1705485
957255,1705756
953250,1702819
953200,1702295
950701,1702384
967860,1698630
996808,1691123
980507,1623761
979724,1623049
959983,1630550
991765,1649252
961965,1641558
953145,1673520
952529,1674376
943755,1629448
945511,1631140
947447,1631679
945334,1632260
945511,1631933
946480,1631572
945833,1631445
916365,1618911
917331,1620038
917714,1618920
914761,1637156
908503,1638860
906474,1639542
904719,1642602
925509,1644758
906210,1639958
907251,1639140
926136,1649118
918460,1652937
925625,1654321
925958,1655105
926222,1655717
926026,1651139
926555,1647630
904916,1647133
904462,1647136
901779,1650745
902283,1657654
901928,1659007
907082,1666898
905950,1665497
907354,1667270
911881,1670015
920443,1687494
911141,1675043
909372,1698012
911349,1699593
905283,1699316
909162,1698289
909413,1698472
938467,1693480
935062,1699418
934563,1699882
935492,1701647
934549,1700451
931632,1591430
930543,1592051
935959,1600531
929104,1593935
885937,1610476
886485,1610114
891547,1652893
1171288,1775752
1166722,1781131
1168626,1781120
1167708,1783679
1169240,1787787
1168024,1783739
1154086,1763350
1155641,1764822
1155134,1763250
1154201,1762206
1155082,1762250
1058905,1791185
1061296,1791787
1056211,1791550
1054411,1792131
1055548,1793392
1054072,1792668
1055554,1792172
1107570,1839430
1112383,1840576
1111559,1841183
1107756,1840667
1109268,1840799
1109066,1842058
1106628,1842373
1107314,1841764
1109320,1841481
1108915,1841331
1110003,1841616
1108412,1841601
1083302,1789579
1077540,1788070
1077699,1789792
1077349,1791738
1074152,1793082
1075326,1792524
1074899,1793517
1074183,1793700
1077170,1792445
1079646,1790794
1080360,1790586
1082646,1790536
1098626,1867933
1099038,1868244
1101397,1869483
1099779,1869043
1099928,1869566
1099226,1870859
1091473,1875259
1092558,1875460
1092057,1874232
1091495,1873905
1101299,1870788
1100755,1870248
1099545,1870213
1099809,1870416
1100950,1870480
1100417,1870365
1100379,1869785
1123851,1771405
1129039,1775441
1129216,1774701
1059042,1824430
1059402,1824469
1059405,1824868
1061924,1843438
1065689,1846208
1063122,1845642
1054345,1859866
1055849,1851603
1062400,1844160
1115435,1758036
1111620,1760003
1112685,1760453
1112829,1759209
1112230,1759338
1107158,1817541
1084240,1821057
1107149,1818328
1107608,1817841
1144295,1853176
1168598,1816401
1168838,1817376
1168558,1818735
1169824,1839945
1170361,1838440
1168099,1825291
1170910,1847058
1169506,1819695
1168716,1819402
1168932,1819603
1168585,1819717
1113205,1740071
1112237,1739570
1108329,1740723
1109836,1740198
1085369,1758474
1070834,1768934
1077767,1765848
1078737,1765367
1079352,1765461
1070248,1769305
1071226,1769315
1080997,1776307
1081025,1778084
1081004,1777090
1076157,1785688
1076141,1783848
1076285,1786184
1081115,1787226
1076162,1783511
1087035,1842676
1085264,1849428
1084726,1850696
1085476,1850785
1104493,1694314
1101706,1696802
1102584,1696784
1102201,1696801
1106994,1691683
1108485,1690652
1107949,1692463
1105421,1694335
1106731,1693556
1106167,1692206
1096504,1688111
1097488,1689942
1096902,1689034
1097571,1690236
1097388,1690274
1098169,1690546
1097844,1691088
1097735,1690762
1098005,1690532
1098213,1693732
1098714,1694568
1099397,1695214
1109950,1684311
1109288,1685434
1109119,1685540
1108486,1684927
1055333,1684720
1055346,1685074
1054974,1684130
1056191,1687900
1052486,1689111
1053069,1689107
1053568,1687842
1082970,1649403
1085099,1651246
1084354,1650320
1083754,1653157
1084096,1652641
1085999,1651769
1084758,1652049
1052690,1659920
1054191,1660666
1053326,1676851
1053148,1676266
1050604,1667888
1053400,1660422
1052926,1660588
1130036,1692710
1125107,1693130
1126059,1693241
1124392,1694065
1124670,1697023
1127756,1695045
1123024,1693821
1123280,1694025
1124867,1693789
1110820,1709719
1115293,1720499
1121553,1712114
1114040,1721778
1112947,1722483
1112028,1724055
1112610,1723515
1113475,1721744
1102639,1655392
1103305,1655949
1102904,1655356
1105326,1658065
1136351,1703133
1139835,1707776
1151203,1714059
1151483,1714620
1137000,1703780
1061195,1706424
1082292,1698299
1089207,1708400
1082641,1698414
1082130,1698685
1089209,1710899
1089946,1727881
1093203,1717832
1104290,1715088
1075990,1665221
1075418,1665081
1078098,1672430
1078994,1673729
1078641,1673094
1036020,1649820
1036033,1649399
1022884,1675023
1020872,1724483
1020822,1725020
1021153,1725064
1037219,1743815
1037789,1743299
1037596,1743665
1038053,1743614
1060044,1730444
908512,1499237
906464,1499766
906747,1499559
910492,1500414
906357,1500649
907676,1501386
906777,1501949
913251,1501644
910610,1501041
906833,1501101
906785,1500202
906168,1500020
913147,1473454
912610,1473386
899677,1473937
913223,1474318
912491,1473917
955309,1946837
939978,1951439
940545,1951372
940826,1951313
941118,1951290
941669,1951766
940983,1952784
941519,1952543
941804,1952342
941771,1952118
941544,1951349
941309,1951387
941129,1951435
940836,1951448
947157,1943002
944949,1943283
946741,1943274
945513,1940807
945182,1942005
944614,1943059
944853,1943104
947217,1942426
946930,1942364
947713,1944622
947509,1943458
949492,1946541
946468,1947947
949113,1947488
947155,1948452
946997,1948990
946659,1948744
946377,1948074
947511,1948242
953802,1942063
954125,1943000
949454,1944584
947527,1943457
953977,1944888
949784,1944684
951314,1944825
950219,1946133
951920,1946166
950518,1946162
950879,1946167
951192,1945047
953655,1945090
950444,1945229
952407,1942197
951574,1942302
951870,1942466
948235,1942692
951639,1942620
949430,1943504
949529,1943201
949302,1942887
949589,1942925
957387,1942672
956708,1943192
956811,1942887
958788,1942912
954230,1942062
959190,1942198
959566,1940782
959078,1940362
957036,1943942
957960,1944296
957821,1945065
955903,1945215
957559,1945811
956697,1945172
956189,1945324
956619,1945442
956092,1944915
956501,1943662
959449,1943033
964795,1943204
960208,1943329
960382,1945028
959572,1944926
959067,1944711
961984,1944237
959294,1944162
961034,1945471
958924,1946343
957569,1946454
958791,1945446
958808,1947856
960000,1947322
958296,1946825
960849,1946832
957997,1945196
960135,1945126
958284,1945246
960803,1945380
967055,1941903
965438,1943446
967109,1944819
965853,1944331
966287,1943792
966615,1943066
965555,1944826
962084,1945789
964809,1945841
963371,1945883
962730,1945922
964011,1945927
966195,1947448
965229,1946298
964483,1946351
963584,1945097
968061,1948367
967652,1948514
966878,1949153
966747,1948902
969302,1948823
967001,1948774
967230,1948671
967755,1948662
1139615,1679179
1139235,1679117
1140058,1679950
1138758,1680258
1139995,1680181
1138660,1679731
1139010,1679654
1139242,1679679
1140083,1679716
1139435,1679708
1140013,1679277
1138961,1679336
1139258,1679314
1138429,1676995
1138743,1677148
1138897,1678921
1138543,1680039
1138551,1679758
1138567,1680895
1138751,1680676
1138155,1681334
1137845,1680553
1138092,1680408
1138322,1680500
1138242,1679383
1138526,1679347
1140605,1680916
1140203,1680806
1140706,1681153
1140344,1681169
1140514,1681513
1140246,1681652
1141941,1682679
1142074,1683228
1141171,1682748
1141473,1683048
1142077,1683767
1142464,1683550
1142069,1683549
1141656,1682372
1140849,1682268
1140995,1682437
1140797,1682456
1141607,1676425
1142973,1676726
1143198,1677404
1143168,1677094
1140601,1678087
1142817,1678368
1140609,1677760
1143315,1677917
1141102,1678798
1142498,1678962
1141752,1679110
1142150,1679138
1141875,1679242
1140234,1678594
1140719,1678437
1140774,1678645
1141770,1684118
1142034,1684727
1142595,1684937
1142024,1685013
1139534,1685369
1141140,1686293
1142726,1687754
1143065,1687539
1142487,1686476
1142292,1685807
1141242,1685795
1141631,1685803
1142007,1685672
1146303,1689609
1141896,1689985
1145511,1689941
1142083,1690174
1145416,1690368
1142467,1690622
1144478,1690691
1144169,1690746
1143834,1692333
1144189,1692549
1143693,1691836
1142882,1691397
1143656,1691030
1143967,1690880
1145773,1691094
1146615,1682471
1144801,1682818
1145869,1683167
1145059,1682824
1145904,1682927
1146245,1683902
1145336,1684715
1142718,1684419
1145905,1683718
1142819,1683533
1143243,1683521
1145109,1683408
1145841,1683428
1146737,1683500
1136965,1690698
1136194,1691107
1136937,1691030
1136975,1691237
1137359,1693100
1137769,1694850
1137754,1694275
1139782,1691921
1139675,1691593
1137996,1691548
1137569,1691458
1137019,1691538
1137478,1691783
1150485,1686000
1150785,1686066
1152229,1686424
1150838,1686435
1153072,1686775
1148353,1686984
1148105,1689355
1147117,1689931
1148449,1690038
1149288,1687126
1152595,1687286
1134143,1674566
1132679,1678886
1135120,1677651
1133106,1677700
1134695,1677672
1134657,1679583
1136160,1679372
1132967,1680960
1133568,1680462
1133781,1679970
1132787,1680001
1133410,1679990
1146353,1692160
1146134,1692207
1147256,1692476
1144238,1692548
1144615,1694006
1144781,1693091
1144430,1697004
1146449,1692343
1127941,1678004
1122118,1677906
1130548,1680599
1129356,1680857
1132405,1688299
1128727,1678025
1144987,1687687
1142966,1688663
1143546,1688287
1143274,1689271
1144787,1689541
1146309,1689250
1144303,1689300
1144041,1690173
1143829,1689985
1143881,1689623
1146343,1688876
1144068,1689019
1143600,1689181
1146792,1683518
1146784,1684595
1146339,1684003
1147118,1683898
1146810,1685353
1147907,1685707
1147372,1685602
1147654,1685611
1147097,1685087
1146763,1685093
1147977,1686048
1147620,1686018
1146934,1685836
1148060,1685820
1146994,1686407
1147798,1686894
1146186,1687512
1145543,1687592
1147124,1686941
1148298,1686196
1146958,1686150
1147532,1686294
1134128,1682774
1133871,1684311
1134988,1684962
1137201,1684985
1134457,1685056
1134971,1686814
1135133,1687512
1135764,1688897
1135188,1686303
1156283,1694809
1157724,1698124
1156820,1696951
1156134,1695620
1152713,1704553
1152276,1704227
1153008,1704273
1157470,1699071
1098232,1762804
1098496,1762851
1097768,1762762
1100008,1763406
1097707,1763681
1099739,1764557
1100302,1764671
1098825,1764853
1099409,1764690
1099664,1764193
1099319,1764282
1099701,1764341
1098747,1764378
1099198,1763736
1098436,1763832
1102500,1764559
1101673,1765025
1102134,1765161
1102980,1766269
1101880,1767683
1102288,1766037
1100528,1765521
1096777,1763396
1095349,1763548
1095238,1764275
1095222,1765246
1096702,1765283
1095600,1765248
1096696,1764509
1099827,1760362
1095528,1760622
1097193,1760822
1096140,1760814
1097511,1760948
1099908,1761112
1096369,1761685
1099221,1761810
1097793,1762673
1097778,1762316
1098170,1761344
1099162,1761467
1097529,1761370
1098293,1761424
1098731,1766846
1099094,1766142
1099422,1766153
1095897,1772180
1095196,1771095
1094429,1769043
1095142,1772670
1095036,1774052
1094607,1769013
1100614,1767350
1094662,1767268
1100114,1759748
1100356,1759765
1109238,1760969
1101409,1760961
1100093,1761079
1105890,1761702
1103341,1765009
1100586,1763149
1101416,1763119
1103500,1763099
1100901,1763146
1100846,1762560
1108794,1761142
1092215,1757269
1095242,1760185
1093024,1759338
1092799,1757413
1095453,1760611
1092530,1760528
1093656,1760607
1093093,1760585
1092215,1762950
1089581,1762128
1089593,1762989
1091745,1762047
1092633,1761834
1093092,1761913
1093709,1762055
1090292,1756853
1088270,1764641
1090044,1764633
1087045,1762925
922573,1939299
922794,1939715
923105,1940278
923527,1941863
909829,1944255
910269,1944500
921826,1942175
923597,1940917
923347,1941002
924376,1942192
923381,1942313
924670,1943946
924348,1943284
924486,1943407
925629,1942954
927394,1939061
928307,1940163
926378,1939556
926857,1940547
924205,1940674
927504,1940225
924347,1932810
924553,1933043
928100,1935086
927044,1935247
929037,1936302
926385,1936146
927404,1934888
926616,1934769
929120,1936759
926501,1936559
923500,1937179
924470,1937212
925507,1936830
931345,1933833
929260,1938612
929824,1938487
933218,1938974
932230,1939739
930930,1939911
930889,1939190
929916,1939236
933309,1939273
929618,1939269
929963,1940869
929465,1940863
933749,1940577
929970,1941164
929313,1940396
931020,1940499
929961,1943318
931312,1943871
931113,1945632
931878,1943396
932262,1947897
931295,1947900
933093,1948194
931940,1947634
931272,1947620
932333,1948570
931836,1949604
930986,1949633
931353,1949616
932597,1949572
932298,1949574
932368,1949020
932280,1948140
931309,1948190
927192,1947588
927347,1952132
926013,1948184
911180,1971857
910672,1972328
947235,1682686
947431,1682828
947345,1683542
947696,1683371
947032,1683816
948167,1685119
946994,1684743
948247,1684545
947218,1684521
946047,1684201
946499,1684230
946865,1684151
948094,1684098
941918,1681071
943060,1681430
941635,1682118
939105,1682969
941606,1682440
943230,1684266
941332,1684124
942557,1684226
944211,1685264
943803,1684867
943837,1685302
941343,1685258
943291,1685313
942012,1685383
943900,1684390
941183,1684489
944962,1679765
947187,1682619
944565,1683380
946887,1682341
946980,1682444
946304,1682247
945917,1682206
945482,1682179
945261,1682344
944308,1685329
946515,1686650
943469,1687013
943966,1686556
935488,1682757
937341,1685332
937081,1686177
937895,1687343
941112,1691546
940126,1691565
938920,1688578
938465,1688593
996079,1813284
995021,1813828
993962,1814874
993147,1816109
994229,1815930
995135,1816450
994458,1817409
993961,1817919
994800,1817074
993902,1816689
994155,1812875
992615,1813438
993349,1813323
992116,1813907
991534,1813683
992325,1813729
990562,1814258
990894,1815150
993328,1814595
992978,1814423
991465,1814581
991939,1814126
989991,1814499
990764,1815292
990410,1815667
988789,1816580
986638,1817091
991188,1816840
989219,1816359
991173,1816371
987787,1817455
990615,1817815
989497,1817827
989197,1817809
987786,1817876
988944,1816980
988278,1817242
986340,1816782
986373,1817161
985288,1817564
985552,1817345
985774,1817389
982539,1818152
986053,1818300
985477,1818553
983695,1821099
983126,1822067
984950,1818798
983656,1818848
985963,1817991
984883,1817757
992471,1816775
991515,1817732
993633,1819247
993588,1828159
993868,1818218
993881,1817991
1163970,1730080
1164845,1731023
1165624,1730707
1165947,1731024
1167040,1731843
1166901,1733026
1166395,1731354
1166969,1726122
1167173,1726454
1165741,1728395
1163844,1727777
1163894,1729587
1159886,1729635
1173974,1722946
1174758,1723622
1173727,1723063
1174838,1723978
1174962,1724667
1174095,1725225
1173854,1724839
1175130,1726588
1174432,1725829
1175084,1725725
1175223,1727997
1174694,1728715
1175268,1727161
1174650,1725401
1174902,1724357
1167618,1738165
1168632,1732103
1168272,1732083
1164435,1716832
981288,1844160
978339,1833428
956930,1921260
953013,1921412
955770,1921333
957570,1921449
958253,1921557
956003,1921413
956797,1921418
957373,1921622
956647,1921711
955486,1922207
956886,1922166
953142,1922283
956090,1922940
954648,1924526
955876,1923113
955313,1922480
953274,1922526
956512,1922622
955154,1921837
957133,1921904
958523,1916533
956656,1917340
957320,1916898
952970,1920683
953300,1920423
955311,1918222
956937,1918290
953304,1917960
957792,1918007
959014,1918002
958570,1918463
958505,1918207
958664,1918736
957156,1919690
957172,1919977
957153,1920419
955673,1918905
958060,1918920
955993,1918857
960696,1916407
960330,1916392
959361,1917049
962935,1918516
959919,1919486
962366,1917533
960641,1920790
959318,1922085
960017,1921888
959965,1921416
959827,1921555
964782,1935980
967161,1937248
967108,1937886
968603,1937935
969599,1938451
967009,1938401
970003,1939542
968633,1938636
969529,1940414
968193,1940498
969042,1939761
969165,1938203
968419,1938264
967765,1938149
967164,1935869
967977,1936618
967883,1936794
968252,1937651
969868,1938447
969671,1938487
969908,1939086
970310,1939901
970562,1938650
969264,1938162
969921,1937186
967230,1936984
967712,1937268
965349,1927964
967150,1935022
965086,1932878
965845,1931693
965336,1928692
963570,1970164
960186,1970489
960657,1969740
960198,1969612
960160,1971073
964313,1971776
962094,1972651
958875,1972479
959875,1972402
962941,1973143
959746,1973265
958995,1971610
960473,1971700
949132,1932930
948899,1933321
948674,1933581
948992,1933127
948086,1934534
947829,1933870
948486,1933896
952070,1929680
952288,1931455
953288,1931777
951549,1931674
952699,1931632
952007,1930287
950826,1932686
953674,1933797
951956,1933963
950878,1933459
952165,1932894
951399,1932589
951767,1932736
951145,1932386
951849,1932542
945551,1935859
945308,1938994
945371,1935239
945529,1935148
942055,1939621
943813,1939374
946315,1939365
945284,1941136
945156,1940547
944636,1942261
943375,1942265
942919,1942433
943162,1942352
943780,1942092
944047,1941850
944818,1940326
962888,1888646
963299,1888544
965742,1888087
966302,1888101
965456,1888963
964765,1889118
965285,1889898
964779,1889684
960968,1895417
961090,1893983
965084,1890058
960917,1896570
961083,1898239
961190,1896472
963589,1889417
964198,1889286
960975,1986811
961049,1988020
961028,1991675
961121,1990388
962005,1996978
961122,1988950
960563,1989105
943146,1921818
944431,1922683
944596,1922833
941841,1922925
943265,1922917
941966,1924602
941839,1925650
943208,1926042
942339,1924300
941950,1924150
941957,1924342
938733,1924588
939856,1924499
940274,1924467
941235,1924491
937198,1926433
939039,1926617
937555,1927436
936857,1925805
941313,1925683
938041,1925174
946873,1961759
937571,1960280
936287,1961644
935646,1961732
937187,1960629
935428,1962830
935573,1962977
936135,1961977
933726,1963107
931680,1962961
935104,1963523
933243,1963962
934220,1964020
936088,1965613
934700,1965551
934694,1966109
935629,1965259
936313,1965259
936327,1965045
933550,1964386
953847,1934104
954014,1934865
954319,1935213
955950,1936798
955215,1936294
955535,1936108
954991,1936629
954625,1935531
955411,1938671
958590,1940176
955902,1939313
955541,1937328
967023,1952870
968471,1955415
969688,1954445
967871,1955746
968326,1955753
967391,1955771
974588,1954096
969413,1956224
973387,1954917
982273,1961443
972061,1968178
970432,1956747
972018,1968378
969839,1956353
962527,1904406
962131,1904678
962651,1905029
960262,1906435
963345,1906681
961251,1908095
961009,1908585
961157,1910157
960697,1908924
962990,1906781
959499,1910650
959844,1910201
962795,1906285
962043,1906439
961409,1905709
962542,1905493
962123,1905803
933429,1926970
933836,1926650
933149,1927792
933631,1927377
931484,1928504
932636,1928181
932752,1928341
932344,1927822
931050,1929360
932190,1930175
937072,1938367
936913,1938087
938317,1940233
939048,1939224
937412,1939313
944212,1933670
933415,1932496
948537,1925421
950285,1927251
949192,1926163
951453,1927693
950790,1927598
950885,1928147
951759,1928264
949248,1928399
950644,1929495
949285,1930511
950017,1930507
949334,1929918
950515,1930360
951017,1928699
949819,1929018
949443,1929185
951445,1924816
951912,1924515
953992,1926362
952783,1929034
954365,1933071
957984,1932758
954648,1932706
955710,1932286
953430,1927907
968779,1941700
975819,1948350
968997,1946387
974415,1948995
973897,1948789
972814,1949753
974088,1949187
973867,1949334
972981,1951338
972408,1951221
972710,1951255
972223,1951973
972511,1951962
972681,1952059
972039,1950061
972282,1950157
974297,1915217
972458,1915298
964563,1919056
964993,1917287
964800,1913731
965409,1919317
965053,1920516
965966,1919773
964939,1919224
963081,1923605
961777,1921980
964338,1924763
960983,1924931
963695,1924275
964298,1925061
966465,1925234
964811,1925346
965351,1926078
966133,1925901
965349,1925315
965068,1925194
964812,1925088
934695,1967735
932200,1969871
933586,1968343
934194,1971632
935979,1973371
931619,1974900
937364,1984731
936067,1974137
932830,1970219
934063,1970274
1001016,1915717
986951,1917413
998639,1917600
999110,1916928
995811,1921149
991870,1922297
994478,1923753
996370,1922236
995361,1919538
995852,1919406
997982,1917916
977797,1888874
980256,1889344
979339,1889325
931685,1957707
935308,1956230
935719,1955866
930360,1959248
931176,1958039
927261,1961444
926623,1960914
927652,1960895
922987,1960900
920478,1966055
960329,1911270
959089,1911594
961681,1912009
951309,1913827
959380,1912903
964400,1912342
961907,1912443
958763,1912207
962341,1912056
984578,1928552
970383,1928664
982535,1930189
976091,1932375
978413,1933894
980842,1932558
969054,1929067
969730,1929006
977960,1935210
978499,1934956
978800,1934979
978730,1934423
963010,1977393
962620,1978134
963273,1978332
961549,1982004
962051,1982016
960744,1981470
960298,1980375
960094,1980036
967596,1978440
968481,1980504
969588,1981973
969097,1980905
972883,1987314
973231,1987665
975460,1991205
984053,1995423
980789,2011272
976009,1992687
974030,1988711
970531,1983635
1003708,1912387
1009755,1922071
1011988,1920574
962137,2004990
999347,1964165
991965,1969982
998745,1964268
993180,1971239
1000632,1979673
1001193,1980126
1001254,1980980
993728,1971968
999329,1943277
1001304,1943605
998593,1944055
992405,1946249
994817,1945870
984080,1949448
995610,1945564
1018841,1982687
1022440,1983111
1021907,1984021
1020633,1985132
1021464,1984584
1024353,1986233
1018728,1986012
1019860,1985747
